text,category
"INR 2110.47 credited to A/c XXXX85 on 05th May 2024, 12:00 AM via UPI from Brown Group. Current Balance: INR 7,704.77.",income
"Your salary of INR 44764.37 has been credited to A/c XXXX78 on 12th May 2024, 12:00 AM via RTGS from Ortiz-Howell. Current Balance: INR 8,821.76.",income
VPA 001-702-760-3092x91998@paytm linked to Bank a/c XX3849 debited Rs.8633.81 and credited to EFUZ13670763121424.ifsc.npci -Ref 793339175346,expense
"Rs.4698.90 Credited to SB-xxx9356 AcBal:3266.50 CLRBal: 19,403.73 [69179] Derek Summit on 09th May 2024, 12:00 AM. Fowler, Smith and Serrano.",income
7560.41 Debited ATM Card Maint Charge GST in your Ac XX9941 on 2024-01-20. .Avl BalRs 549.47.,expense
5637.01 Debited ATM Card Maint Charge GST in your Ac XX5625 on 2024-02-03. .Avl BalRs 6370.51.,expense
"INR 93.75 credited to A/c XXXX18 on 08th May 2024, 12:00 AM via RTGS from Coleman-Simpson. Current Balance: INR 5,199.05.",income
"INR 1406.85 credited to A/c XXXX79 on 07th May 2024, 12:00 AM via RTGS from Anderson, Williams and Vincent. Current Balance: INR 6,572.48.",income
"Sent Rs.1133.42 from HDFC Bank AC X9259 to phonepe6488906@paytm on 2024-05-04.UPI Ref 629491477389. Not you, http://crane-levine.com/",expense
2105.27 Debited ATM Card Maint Charge GST in your Ac XX3402 on 2024-05-10. .Avl BalRs 896.54.,expense
"Rs.1946.42 Credited to SB-xxx8911 AcBal:1759.56 CLRBal: 11,631.34 [26247] Smith Curve on 05th May 2024, 12:00 AM. Anderson, Moore and Mendoza.",income
"Your salary of INR 11429.85 has been credited to A/c XXXX69 on 01th May 2024, 12:00 AM via IMPS from Vargas, Greene and Nelson. Current Balance: INR 6,579.84.",income
"Sent Rs.3088.56 from Axis Bank AC X9987 to googlepay6617325@paytm on 2024-04-09.UPI Ref 262314661555. Not you, http://www.davis-duarte.com/",expense
"Your salary of INR 10159.37 has been credited to A/c XXXX28 on 01th May 2024, 12:00 AM via IMPS from Stevens-Barron. Current Balance: INR 7,261.10.",income
UPI -VPA 001-317-858-1341x55972@paytm linked to Bank a/c XX9374 debited Rs.1960.38 and credited to GB44FAEF47730172368366.ifsc.npci -Ref 608822287743,expense
"Your salary of INR 46364.74 has been credited to A/c XXXX88 on 03th May 2024, 12:00 AM via UPI from Thompson Group. Current Balance: INR 3,940.76.",income
"Rs.1483.34 Credited to SB-xxx2663 AcBal:2219.90 CLRBal: 13,825.05 [633188] Matthew Neck on 02th May 2024, 12:00 AM. Vazquez-Foster.",income
"Rs.2810.39 Credited to SB-xxx7286 AcBal:4925.45 CLRBal: 15,166.34 [271216] Brendan Club on 12th May 2024, 12:00 AM. Lloyd, Leblanc and Le.",income
"INR 66.01 credited to A/c XXXX72 on 05th May 2024, 12:00 AM via RTGS from Miles, Thomas and Ross. Current Balance: INR 1,667.79.",income
"Sent Rs.816.15 from SBI Bank AC X9491 to googlepay3147015@paytm on 2024-04-08.UPI Ref 188101900802. Not you, http://www.sullivan.com/",expense
"INR 3112.67 credited to A/c XXXX22 on 07th May 2024, 12:00 AM via IMPS from Krueger Group. Current Balance: INR 6,181.58.",income
"INR 3264.55 credited to A/c XXXX16 on 11th May 2024, 12:00 AM via UPI from Henson and Sons. Current Balance: INR 6,885.46.",income
"Your salary of INR 19910.72 has been credited to A/c XXXX35 on 06th May 2024, 12:00 AM via RTGS from Garcia, Martinez and Huber. Current Balance: INR 4,057.25.",income
"Your salary of INR 10823.69 has been credited to A/c XXXX74 on 10th May 2024, 12:00 AM via IMPS from Miller Ltd. Current Balance: INR 2,541.73.",income
"Your salary of INR 23172.15 has been credited to A/c XXXX93 on 02th May 2024, 12:00 AM via RTGS from Cruz-Krueger. Current Balance: INR 8,318.42.",income
"Sent Rs.8129.52 from HDFC Bank AC X6391 to googlepay1784486@paytm on 2024-04-29.UPI Ref 645722675250. Not you, http://www.flynn-barron.com/",expense
"Your salary of INR 40956.63 has been credited to A/c XXXX23 on 08th May 2024, 12:00 AM via IMPS from Dunn Inc. Current Balance: INR 6,865.27.",income
UPI -VPA 867.460.5132x500@paytm linked to ICICI a/c XX6051 debited Rs.2493.50 and credited to GB44TGWU44182932036174.ifsc.npci -Ref 504243718850,expense
5622.34 Debited ATM Card Maint Charge GST in your Ac XX8880 on 2024-04-30. .Avl BalRs 1002.85.,expense
"Dear Customer, INR 343.27 has been credited to A/c XXXX19 on 07th May 2024, 12:00 AM, 04:51 PM via IMPS from Peterson, Johnson and Ward. Current Balance: INR 8,116.60.",income
9432.68 Debited ATM Card Maint Charge GST in your Ac XX7215 on 2024-03-24. .Avl BalRs 3918.54.,expense
"INR 163.80 credited to A/c XXXX61 on 04th May 2024, 12:00 AM via RTGS from Castaneda Ltd. Current Balance: INR 1,579.21.",income
"Dear Customer, INR 412.58 has been credited to A/c XXXX65 on 01th May 2024, 12:00 AM, 07:22 PM via IMPS from Jones-Allen. Current Balance: INR 1,959.51.",income
9946.31 Debited ATM Card Maint Charge GST in your Ac XX3354 on 2024-01-14. .Avl BalRs 2616.08.,expense
"INR 1001.82 credited to A/c XXXX24 on 12th May 2024, 12:00 AM via UPI from Roberts Ltd. Current Balance: INR 5,488.84.",income
"INR 196.02 credited to A/c XXXX93 on 05th May 2024, 12:00 AM via RTGS from Savage Ltd. Current Balance: INR 5,463.43.",income
"Dear Customer, INR 210.84 has been credited to A/c XXXX83 on 07th May 2024, 12:00 AM, 06:27 PM via IMPS from Dixon, Mclaughlin and Colon. Current Balance: INR 6,008.63.",income
VPA +1-670-666-8935x52737@paytm linked to ICICI a/c XX6348 debited Rs.8538.37 and credited to GB37ALAJ72960108545357.ifsc.npci -Ref 857606693975,expense
"INR 187.53 credited to A/c XXXX67 on 10th May 2024, 12:00 AM via RTGS from Wallace PLC. Current Balance: INR 9,477.03.",income
"Sent Rs.7417.44 from HDFC Bank AC X5356 to paytm7742276@paytm on 2024-02-08.UPI Ref 118360445458. Not you, http://ware.com/",expense
UPI -VPA 3556714279@paytm linked to Bank a/c XX8950 debited Rs.2571.61 and credited to XKGP50190336220751.ifsc.npci -Ref 724699681201,expense
"INR 4971.26 credited to A/c XXXX78 on 11th May 2024, 12:00 AM via UPI from Flores-Mann. Current Balance: INR 6,570.88.",income
"Your salary of INR 18940.77 has been credited to A/c XXXX67 on 09th May 2024, 12:00 AM via UPI from Lucas-Mendez. Current Balance: INR 1,111.82.",income
VPA +1-573-319-1855x10509@paytm linked to SBI a/c XX9444 debited Rs.8890.90 and credited to GB40YOPQ70818495852876.ifsc.npci -Ref 423012995514,expense
"INR 883.08 credited to A/c XXXX64 on 07th May 2024, 12:00 AM via UPI from Perez LLC. Current Balance: INR 1,708.54.",income
"INR 482.03 credited to A/c XXXX38 on 04th May 2024, 12:00 AM via RTGS from Velasquez-Jones. Current Balance: INR 8,205.63.",income
3378.17 Debited ATM Card Maint Charge GST in your Ac XX2326 on 2024-02-26. .Avl BalRs 2663.95.,expense
4605.14 Debited ATM Card Maint Charge GST in your Ac XX7755 on 2024-02-17. .Avl BalRs 719.85.,expense
"Your salary of INR 16117.93 has been credited to A/c XXXX95 on 07th May 2024, 12:00 AM via UPI from Buckley Group. Current Balance: INR 7,499.27.",income
115.42 Debited ATM Card Maint Charge GST in your Ac XX8039 on 2024-02-22. .Avl BalRs 9587.38.,expense
6475.62 Debited ATM Card Maint Charge GST in your Ac XX8573 on 2024-03-10. .Avl BalRs 6569.13.,expense
"Sent Rs.8675.96 from Kotak Bank AC X7372 to googlepay4217900@paytm on 2024-04-12.UPI Ref 330083172201. Not you, http://www.reynolds.biz/",expense
VPA 704-216-2564@paytm linked to Bank a/c XX3414 debited Rs.5426.66 and credited to EHQM91089668172561.ifsc.npci -Ref 454075963551,expense
1676.95 Debited ATM Card Maint Charge GST in your Ac XX6686 on 2024-01-25. .Avl BalRs 3297.95.,expense
"Dear Customer, INR 454.18 has been credited to A/c XXXX36 on 12th May 2024, 12:00 AM, 03:36 PM via IMPS from Davis-Riggs. Current Balance: INR 5,188.37.",income
"INR 175.57 credited to A/c XXXX41 on 02th May 2024, 12:00 AM via RTGS from Flores and Sons. Current Balance: INR 5,520.28.",income
"Rs.3719.69 Credited to SB-xxx5804 AcBal:3256.23 CLRBal: 13,123.42 [569059] Meyers Turnpike on 01th May 2024, 12:00 AM. Goodwin-Salas.",income
"Your salary of INR 34620.29 has been credited to A/c XXXX25 on 02th May 2024, 12:00 AM via RTGS from Humphrey-Ball. Current Balance: INR 9,385.33.",income
VPA (330)805-1484@paytm linked to ICICI a/c XX7260 debited Rs.8649.71 and credited to VWWO65489647384145.ifsc.npci -Ref 494558313177,expense
"Sent Rs.3932.83 from HDFC Bank AC X6904 to phonepe4974456@paytm on 2024-04-09.UPI Ref 708234170853. Not you, http://www.moreno-pearson.com/",expense
"Dear Customer, INR 995.14 has been credited to A/c XXXX77 on 01th May 2024, 12:00 AM, 01:05 PM via IMPS from Miller-Swanson. Current Balance: INR 1,097.73.",income
VPA +1-428-650-7766x835@paytm linked to ICICI a/c XX5741 debited Rs.4706.11 and credited to GB67VPJJ84378500954397.ifsc.npci -Ref 814585021116,expense
"INR 397.26 credited to A/c XXXX27 on 06th May 2024, 12:00 AM via RTGS from Lin Ltd. Current Balance: INR 1,802.58.",income
VPA 8203371656@paytm linked to HDFC a/c XX7830 debited Rs.9546.13 and credited to GB47RJLI66712884523893.ifsc.npci -Ref 237404045093,expense
"Dear Customer, INR 614.29 has been credited to A/c XXXX90 on 11th May 2024, 12:00 AM, 07:52 PM via IMPS from Cook-Mata. Current Balance: INR 8,983.16.",income
5069.54 Debited ATM Card Maint Charge GST in your Ac XX2121 on 2024-02-03. .Avl BalRs 1811.22.,expense
"INR 215.22 credited to A/c XXXX42 on 08th May 2024, 12:00 AM via RTGS from Kelly-Nelson. Current Balance: INR 9,535.84.",income
"Dear Customer, INR 919.83 has been credited to A/c XXXX94 on 07th May 2024, 12:00 AM, 09:13 AM via IMPS from Ellis-Aguilar. Current Balance: INR 5,001.18.",income
UPI -VPA +1-851-462-5345x50360@paytm linked to SBI a/c XX2608 debited Rs.9463.98 and credited to FGGN71533680785494.ifsc.npci -Ref 116151865982,expense
"Dear Customer, INR 838.04 has been credited to A/c XXXX99 on 05th May 2024, 12:00 AM, 02:38 PM via IMPS from Frazier-Cain. Current Balance: INR 8,021.16.",income
177.40 Debited ATM Card Maint Charge GST in your Ac XX4678 on 2024-03-15. .Avl BalRs 847.26.,expense
"Your salary of INR 16768.46 has been credited to A/c XXXX56 on 01th May 2024, 12:00 AM via IMPS from Davis-Bender. Current Balance: INR 4,513.91.",income
"Sent Rs.7001.51 from Axis Bank AC X3060 to googlepay5402016@paytm on 2024-03-25.UPI Ref 886736261040. Not you, https://hancock.net/",expense
2253.29 Debited ATM Card Maint Charge GST in your Ac XX7407 on 2024-01-12. .Avl BalRs 1627.19.,expense
4107.18 Debited ATM Card Maint Charge GST in your Ac XX5841 on 2024-04-13. .Avl BalRs 1812.92.,expense
9690.30 Debited ATM Card Maint Charge GST in your Ac XX1193 on 2024-01-30. .Avl BalRs 8835.24.,expense
"INR 4595.14 credited to A/c XXXX80 on 07th May 2024, 12:00 AM via RTGS from Lloyd-Fisher. Current Balance: INR 2,713.63.",income
8247.52 Debited ATM Card Maint Charge GST in your Ac XX3746 on 2024-05-09. .Avl BalRs 4445.61.,expense
"Rs.3866.49 Credited to SB-xxx7625 AcBal:1857.72 CLRBal: 18,610.02 [796743] Joshua Square on 01th May 2024, 12:00 AM. Smith, Combs and Hughes.",income
"Sent Rs.2794.43 from HDFC Bank AC X2416 to paytm3881444@paytm on 2024-04-02.UPI Ref 915427643102. Not you, http://hardy.org/",expense
UPI -VPA 542.852.4055x503@paytm linked to ICICI a/c XX6225 debited Rs.806.30 and credited to GB96OUJW33872178829845.ifsc.npci -Ref 730357242538,expense
5323.27 Debited ATM Card Maint Charge GST in your Ac XX8031 on 2024-03-26. .Avl BalRs 7842.60.,expense
"INR 4084.02 credited to A/c XXXX21 on 09th May 2024, 12:00 AM via RTGS from Moses LLC. Current Balance: INR 9,204.05.",income
6674.63 Debited ATM Card Maint Charge GST in your Ac XX9204 on 2024-03-16. .Avl BalRs 7680.75.,expense
"INR 4739.85 credited to A/c XXXX30 on 12th May 2024, 12:00 AM via UPI from Armstrong, Macias and Cooke. Current Balance: INR 2,967.37.",income
5851.70 Debited ATM Card Maint Charge GST in your Ac XX3267 on 2024-02-27. .Avl BalRs 4523.32.,expense
"INR 3099.99 credited to A/c XXXX29 on 02th May 2024, 12:00 AM via IMPS from Gutierrez-Gray. Current Balance: INR 1,355.32.",income
"Your salary of INR 18025.84 has been credited to A/c XXXX97 on 06th May 2024, 12:00 AM via IMPS from Owens, Escobar and Alvarez. Current Balance: INR 7,401.48.",income
"Your salary of INR 24973.37 has been credited to A/c XXXX42 on 04th May 2024, 12:00 AM via UPI from Christian Ltd. Current Balance: INR 3,583.53.",income
6124.71 Debited ATM Card Maint Charge GST in your Ac XX5247 on 2024-01-07. .Avl BalRs 2216.44.,expense
3421.99 Debited ATM Card Maint Charge GST in your Ac XX6141 on 2024-03-01. .Avl BalRs 9404.84.,expense
"Dear Customer, INR 775.58 has been credited to A/c XXXX80 on 10th May 2024, 12:00 AM, 05:40 PM via IMPS from Lawrence, Perkins and Brady. Current Balance: INR 6,619.20.",income
1974.68 Debited ATM Card Maint Charge GST in your Ac XX2920 on 2024-03-28. .Avl BalRs 5588.95.,expense
VPA 806.920.1236x390@paytm linked to HDFC a/c XX6149 debited Rs.4908.24 and credited to GB93ZKBZ33019283718750.ifsc.npci -Ref 473603471513,expense
3608.18 Debited ATM Card Maint Charge GST in your Ac XX8070 on 2024-03-06. .Avl BalRs 7787.15.,expense
UPI -VPA 619-897-0521x085@paytm linked to SBI a/c XX5769 debited Rs.5617.35 and credited to GB35ZJTA17744456465464.ifsc.npci -Ref 780440583808,expense
"INR 446.32 credited to A/c XXXX35 on 02th May 2024, 12:00 AM via RTGS from Potts LLC. Current Balance: INR 7,535.50.",income
"INR 12.17 credited to A/c XXXX64 on 08th May 2024, 12:00 AM via RTGS from Strickland, Payne and Lewis. Current Balance: INR 3,920.16.",income
"INR 129.76 credited to A/c XXXX52 on 07th May 2024, 12:00 AM via RTGS from Burnett-Sanders. Current Balance: INR 3,287.25.",income
"Dear Customer, INR 450.59 has been credited to A/c XXXX26 on 05th May 2024, 12:00 AM, 11:41 AM via IMPS from Sanchez Inc. Current Balance: INR 1,398.15.",income
"INR 274.74 credited to A/c XXXX71 on 06th May 2024, 12:00 AM via RTGS from Reid-Martinez. Current Balance: INR 5,554.00.",income
"Dear Customer, INR 415.70 has been credited to A/c XXXX60 on 06th May 2024, 12:00 AM, 11:02 AM via IMPS from Hurst LLC. Current Balance: INR 5,720.10.",income
"INR 274.89 credited to A/c XXXX94 on 04th May 2024, 12:00 AM via RTGS from Singleton Group. Current Balance: INR 9,876.84.",income
"Dear Customer, INR 704.15 has been credited to A/c XXXX60 on 06th May 2024, 12:00 AM, 08:26 PM via IMPS from Horton, Hall and Wright. Current Balance: INR 1,058.67.",income
"INR 13.41 credited to A/c XXXX65 on 08th May 2024, 12:00 AM via RTGS from Nelson Group. Current Balance: INR 4,646.65.",income
"INR 22.16 credited to A/c XXXX93 on 03th May 2024, 12:00 AM via RTGS from Shaw LLC. Current Balance: INR 7,998.33.",income
"Sent Rs.5368.48 from Kotak Bank AC X9957 to phonepe8487347@paytm on 2024-03-01.UPI Ref 980118013987. Not you, https://allen-davis.com/",expense
"INR 4954.13 credited to A/c XXXX34 on 12th May 2024, 12:00 AM via RTGS from Wheeler Inc. Current Balance: INR 6,636.12.",income
UPI -VPA +1-709-402-9514x8726@paytm linked to SBI a/c XX9829 debited Rs.8037.79 and credited to OUGU21813181150439.ifsc.npci -Ref 245025945183,expense
"Dear Customer, INR 836.13 has been credited to A/c XXXX69 on 02th May 2024, 12:00 AM, 11:12 AM via IMPS from Joyce, Mccarthy and Poole. Current Balance: INR 2,830.14.",income
"Dear Customer, INR 122.30 has been credited to A/c XXXX98 on 12th May 2024, 12:00 AM, 12:53 PM via IMPS from Alvarez-Edwards. Current Balance: INR 3,412.89.",income
"INR 366.96 credited to A/c XXXX43 on 10th May 2024, 12:00 AM via RTGS from Blake LLC. Current Balance: INR 8,055.73.",income
"Sent Rs.3152.20 from HDFC Bank AC X8204 to phonepe3991132@paytm on 2024-02-23.UPI Ref 798164351634. Not you, http://www.rodriguez.com/",expense
VPA (730)945-4455x64061@paytm linked to SBI a/c XX4338 debited Rs.6034.22 and credited to ZKJQ30866369585560.ifsc.npci -Ref 605648161269,expense
VPA 530.676.0690x3294@paytm linked to HDFC a/c XX8260 debited Rs.9961.57 and credited to GB97RYTO88316225924257.ifsc.npci -Ref 835501692580,expense
"Dear Customer, INR 371.74 has been credited to A/c XXXX62 on 12th May 2024, 12:00 AM, 01:37 AM via IMPS from Meyer-Quinn. Current Balance: INR 6,318.74.",income
"Rs.4780.63 Credited to SB-xxx1161 AcBal:4401.41 CLRBal: 19,205.74 [542140] Joanna Squares on 03th May 2024, 12:00 AM. Mcguire-Park.",income
"Your salary of INR 31694.26 has been credited to A/c XXXX99 on 07th May 2024, 12:00 AM via RTGS from Yates, Mitchell and Blake. Current Balance: INR 8,349.29.",income
"Sent Rs.7171.97 from SBI Bank AC X9249 to googlepay8311218@paytm on 2024-02-15.UPI Ref 906025051668. Not you, https://www.miller.com/",expense
"Rs.3411.14 Credited to SB-xxx9527 AcBal:4518.25 CLRBal: 18,006.40 [294686] Frederick Dam on 07th May 2024, 12:00 AM. Wilson, Anderson and George.",income
"Dear Customer, INR 175.99 has been credited to A/c XXXX16 on 10th May 2024, 12:00 AM, 06:06 PM via IMPS from Rasmussen-Roberson. Current Balance: INR 5,732.12.",income
"Sent Rs.9416.05 from SBI Bank AC X9103 to phonepe3715842@paytm on 2024-04-20.UPI Ref 241047566027. Not you, https://www.maxwell-sanders.com/",expense
"Sent Rs.5276.55 from SBI Bank AC X5046 to paytm4560175@paytm on 2024-01-06.UPI Ref 775918991549. Not you, http://wiggins.com/",expense
"Rs.2609.22 Credited to SB-xxx8850 AcBal:1221.76 CLRBal: 16,254.22 [759459] Diana Knolls on 07th May 2024, 12:00 AM. Horton, Arroyo and Duffy.",income
VPA 001-859-557-9413x201@paytm linked to ICICI a/c XX5281 debited Rs.5796.09 and credited to GB77EMTJ41507507024778.ifsc.npci -Ref 464104511843,expense
"Rs.2421.90 Credited to SB-xxx7225 AcBal:3060.88 CLRBal: 16,410.74 [821930] Drake Unions on 08th May 2024, 12:00 AM. Smith-Reid.",income
"Sent Rs.7147.86 from Kotak Bank AC X5196 to paytm6098808@paytm on 2024-02-17.UPI Ref 109171283113. Not you, https://www.hicks.com/",expense
"Dear Customer, INR 340.19 has been credited to A/c XXXX77 on 03th May 2024, 12:00 AM, 02:15 AM via IMPS from Arnold-Garrison. Current Balance: INR 3,493.12.",income
UPI -VPA 445.268.4676x051@paytm linked to HDFC a/c XX9988 debited Rs.5234.64 and credited to GB73JYSH26445173488451.ifsc.npci -Ref 971673868011,expense
"Sent Rs.8002.54 from SBI Bank AC X9079 to paytm7467371@paytm on 2024-03-14.UPI Ref 247266434671. Not you, https://marshall-nunez.net/",expense
4902.68 Debited ATM Card Maint Charge GST in your Ac XX4933 on 2024-01-21. .Avl BalRs 3716.72.,expense
"INR 2293.33 credited to A/c XXXX81 on 09th May 2024, 12:00 AM via IMPS from Miller Ltd. Current Balance: INR 3,910.06.",income
"Sent Rs.409.10 from SBI Bank AC X9533 to googlepay3723698@paytm on 2024-03-10.UPI Ref 752109348953. Not you, https://www.rodriguez.com/",expense
5252.63 Debited ATM Card Maint Charge GST in your Ac XX5200 on 2024-04-30. .Avl BalRs 259.01.,expense
UPI -VPA 001-271-251-1050x4243@paytm linked to ICICI a/c XX7547 debited Rs.3806.40 and credited to GB16ZCIM14986447105851.ifsc.npci -Ref 550953677233,expense
